,volume,vwap,open,close,high,low,datetime,trades
758,1395.921564,686.4369,685.95,685.9825,685.99,685.95,2026-03-02 16:39:00-05:00,18
759,9849.699119,686.057,685.98,686.08,686.08,685.97,2026-03-02 16:40:00-05:00,67
760,9640.201047,685.993,686.01,685.94,686.0492,685.94,2026-03-02 16:41:00-05:00,65
761,5104.578738,686.1286,685.98,686.11,686.11,685.98,2026-03-02 16:42:00-05:00,56
762,2041.946046,686.4105,686.0993,686.12,686.12,686.0404,2026-03-02 16:43:00-05:00,46
763,6988.55016,685.9584,686.03,685.86,686.08,685.86,2026-03-02 16:45:00-05:00,116
764,3353.5412,686.0903,685.88,685.9283,686.0,685.84,2026-03-02 16:46:00-05:00,69
765,7711.287667,685.8631,685.88,685.85,685.88,685.79,2026-03-02 16:47:00-05:00,90
766,28321.5913,685.724,685.81,685.84,685.91,685.48,2026-03-02 16:48:00-05:00,279
767,3211.834045,686.0812,685.83,685.83,685.97,685.8,2026-03-02 16:49:00-05:00,41
768,1712.284116,686.0727,685.89,685.98,686.01,685.88,2026-03-02 16:50:00-05:00,55
769,782.854831,686.7847,686.01,686.04,686.05,686.01,2026-03-02 16:51:00-05:00,28
770,4214.400387,686.0425,686.03,685.98,686.03,685.94,2026-03-02 16:52:00-05:00,36
771,283.432705,687.003,685.96,685.94,685.97,685.94,2026-03-02 16:53:00-05:00,26
772,1253.152511,686.106,685.96,685.97,686.04,685.96,2026-03-02 16:54:00-05:00,28
773,1266.493285,686.3583,686.1,686.0907,686.1,686.09,2026-03-02 16:55:00-05:00,49
774,184.647966,688.467,686.03,686.03,686.03,686.03,2026-03-02 16:56:00-05:00,25
775,806.836492,686.7156,686.02,686.04,686.04,685.97,2026-03-02 16:57:00-05:00,28
776,1193.622786,686.3199,686.01,685.93,686.02,685.93,2026-03-02 16:58:00-05:00,30
777,1696.028433,686.0344,685.98,686.05,686.06,685.98,2026-03-02 16:59:00-05:00,66
778,291.648772,687.5271,686.02,686.03,686.03,686.02,2026-03-02 17:00:00-05:00,16
779,464.531305,686.7696,685.91,686.0,686.0,685.91,2026-03-02 17:02:00-05:00,17
780,175.110867,686.4217,685.99,685.99,685.99,685.99,2026-03-02 17:03:00-05:00,20
781,2352.266144,686.0795,685.97,686.0,686.04,685.97,2026-03-02 17:05:00-05:00,54
782,25954.136227,686.1241,686.04,686.01,686.26,686.01,2026-03-02 17:06:00-05:00,119
783,1225.596845,686.3661,686.01,686.03,686.0925,686.0,2026-03-02 17:07:00-05:00,42
784,10244.3219,685.9554,686.0,685.93,686.07,685.93,2026-03-02 17:08:00-05:00,29
785,5623.533333,686.0088,685.93,685.98,686.01,685.92,2026-03-02 17:09:00-05:00,46
786,3673.158029,686.0267,685.97,686.06,686.06,685.96,2026-03-02 17:10:00-05:00,38
787,14733.964892,685.8923,686.03,686.03,686.03,686.03,2026-03-02 17:11:00-05:00,19
788,249.74012,688.0631,686.0299,686.0299,686.0299,686.0299,2026-03-02 17:12:00-05:00,17
789,19247.199556,685.9143,685.95,685.88,685.9577,685.87,2026-03-02 17:13:00-05:00,72
790,2637.236552,685.8814,685.83,685.85,685.85,685.8,2026-03-02 17:14:00-05:00,28
